WUA,student,session,treatment,player,age,age_cat,education_level,education_level_cat,woman,risk_av,risk_av_cat,beliefs_pre,beliefs_inter,beliefs_post,cause_autority,cause_injustice,cause_file,cause_necesity,cause_other_people,beliefs_pre_cat,beliefs_inter_cat,beliefs_post_cat,round,turn,demand,kept,partner,demand_partner,kept_partner,inspection,fine,finalpayment,NCbinary,NChours,NCpercentual,Exo,Endo,Endo2,EndoB,Endo_past,Endo_past2,Endo_pastB,Exo_accu,Exo_accu_tot,Endo_accu,Endo_accuB,Endo_accu_tot,Endo_accu_totB,Losses_accu,Inspection_past,Fine_past
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,1,1,13,12,17,11,12,1,0,9900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,2,1,14,14,19,11,12,0,0,9900,1,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,100,0,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,3,2,15,13,9,13,13,1,0,9500,1,1,0.333333333333333,3,1,1,1,0,0,0,1,3,0,0,1,1,100,0,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,4,1,12,11,12,12,12,0,0,9400,0,-1,-1,0,0,1,1,1,1,1,3,6,0,0,1,2,500,1,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,5,2,11,11,4,15,10,0,0,9400,0,-1,-1,-1,0,0,0,0,1,1,6,6,1,1,1,2,600,0,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,6,1,12,11,6,17,12,1,0,9300,0,-1,-1,0,0,0,0,0,0,0,6,5,1,2,1,2,600,0,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,7,2,17,13,7,19,12,0,0,8800,1,1,0.2,5,0,0,0,0,0,0,5,5,1,2,1,2,700,1,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,8,2,14,14,10,17,17,0,0,8100,1,2,1,2,5,5,1,0,0,0,5,10,1,2,6,3,1200,0,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,9,2,16,14,6,15,14,1,0,7500,1,2,0.5,4,2,2,1,5,5,1,10,12,1,2,8,4,1900,0,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,10,1,19,12,11,14,12,0,0,6800,0,0,0,7,0,2,1,2,2,1,12,16,6,3,8,5,2500,1,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,11,1,15,15,11,15,12,0,0,6800,1,3,1,3,0,2,1,0,2,1,16,23,8,4,8,6,3200,0,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,12,2,16,16,14,17,15,0,0,6100,1,4,1,4,3,3,1,0,2,1,23,26,8,5,11,7,3200,0,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,13,2,18,18,10,12,12,0,0,5500,1,6,1,6,0,0,0,3,3,1,26,30,8,6,11,7,3900,0,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,14,1,13,13,21,15,12,0,0,5500,1,1,1,1,0,0,0,0,0,0,30,36,11,7,11,7,4500,0,0
0,1,1,0,8j13uy81,23,1,3,1,0,3,1,3,3,5,2,2,4,3,5,1,1,2,15,1,20,15,2,16,12,0,0,5000,1,3,0.375,8,0,0,0,0,0,0,36,37,11,7,11,7,4500,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,1,2,15,15,13,13,12,0,0,9700,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,2,2,11,11,18,12,12,0,0,9700,0,-1,-1,-1,0,0,0,0,0,0,3,3,0,0,0,0,300,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,3,1,12,12,18,13,12,0,0,9700,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,300,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,4,1,14,14,4,13,12,1,100,9600,1,2,1,2,0,0,0,0,0,0,2,2,0,0,0,0,300,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,5,2,13,13,16,12,12,0,0,9500,1,1,1,1,0,0,0,0,0,0,2,4,0,0,0,0,400,1,1
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,6,2,14,14,18,14,14,0,0,9100,1,2,1,2,2,2,1,0,0,0,4,5,0,0,2,1,500,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,7,1,16,16,16,18,12,0,0,9100,1,4,1,4,0,2,1,2,2,1,5,7,0,0,2,2,900,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,8,2,20,20,21,16,16,0,0,7900,1,8,1,8,4,4,1,0,2,1,7,11,2,1,6,3,900,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,9,2,15,12,9,20,20,0,0,6800,0,0,0,3,8,8,1,4,4,1,11,19,2,2,14,4,2100,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,10,1,12,12,20,12,12,0,0,6800,0,0,0,0,0,8,1,8,8,1,19,22,6,3,14,5,3200,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,11,2,13,12,13,14,14,1,0,6500,0,0,0,1,2,2,1,0,8,1,22,22,14,4,16,6,3200,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,12,1,19,15,11,16,12,0,0,6100,1,3,0.428571428571429,7,0,2,1,2,2,1,22,23,14,5,16,7,3500,1,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,13,2,18,16,21,12,12,0,0,5500,1,4,0.666666666666667,6,0,0,0,0,2,1,23,30,16,6,16,7,3900,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,14,1,17,17,17,17,12,0,0,5500,1,5,1,5,0,0,0,0,0,0,30,36,16,7,16,7,4500,0,0
0,1,1,0,qbz5im3n,21,1,4,2,1,2,2,0,2,5,4,4,5,4,4,1,1,2,15,2,16,16,1,20,15,0,0,4800,1,4,1,4,3,3,1,0,0,0,36,41,16,7,19,8,4500,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,1,1,11,11,20,12,12,1,0,10000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,2,2,13,13,10,14,8,0,0,10000,1,1,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,3,1,12,12,4,12,12,1,0,10000,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,4,1,14,14,6,14,12,0,0,10000,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,5,2,15,15,6,12,12,0,0,9700,1,3,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,6,1,19,19,17,18,12,0,0,9700,1,7,1,7,0,0,0,0,0,0,2,5,0,0,0,0,300,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,7,1,16,12,20,17,12,0,0,9300,0,0,0,4,0,0,0,0,0,0,5,12,0,0,0,0,300,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,8,2,18,18,8,20,20,0,0,7900,1,6,1,6,8,8,1,0,0,0,12,16,0,0,8,1,700,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,9,1,13,13,12,13,12,0,0,7900,1,1,1,1,0,8,1,8,8,1,16,22,0,0,8,2,2100,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,10,2,15,15,14,18,18,0,0,7000,1,3,1,3,6,6,1,0,8,1,22,23,8,1,14,3,2100,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,11,2,17,17,8,16,16,0,0,6100,1,5,1,5,4,4,1,6,6,1,23,26,8,2,18,4,3000,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,12,2,14,14,6,12,12,0,0,5900,1,2,1,2,0,0,0,4,4,1,26,31,14,3,18,4,3900,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,13,2,12,12,14,13,12,1,0,5900,0,0,0,0,0,0,0,0,0,0,31,33,18,4,18,4,4100,0,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,14,1,16,16,11,16,12,0,0,5900,1,4,1,4,0,0,0,0,0,0,33,33,18,4,18,4,4100,1,0
0,1,1,0,0wdmc3rw,21,1,3,1,0,1,2,7,6,9,2,2,4,2,2,3,2,3,15,1,20,20,8,17,12,1,400,5500,1,8,1,8,0,0,0,0,0,0,33,37,18,4,18,4,4100,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,1,2,11,7,15,15,8,1,0,10000,0,-5,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,2,2,14,7,11,11,11,0,0,9900,0,-5,-2.5,2,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,3,2,12,8,3,12,12,0,0,9900,0,-4,-4,0,0,0,0,0,0,0,-1,1,0,0,0,0,100,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,4,2,13,9,2,14,14,0,0,9600,0,-3,-3,1,2,2,1,0,0,0,1,1,0,0,2,1,100,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,5,2,15,10,17,13,13,0,0,9200,0,-2,-0.666666666666667,3,1,1,1,2,2,1,1,2,0,0,3,2,400,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,6,1,14,8,14,16,12,0,0,8600,0,-4,-2,2,0,1,1,1,1,1,2,5,2,1,3,3,800,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,7,1,16,12,12,14,12,0,0,8200,0,0,0,4,0,1,1,0,1,1,5,7,3,2,3,4,1400,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,8,2,18,11,5,16,12,0,0,7600,0,-1,-0.166666666666667,6,0,0,0,0,1,1,7,11,3,3,3,4,1800,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,9,2,16,14,16,13,13,1,0,7100,1,2,0.5,4,1,1,1,0,0,0,11,17,3,4,4,5,2400,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,10,1,19,12,21,19,12,0,0,6400,0,0,0,7,0,1,1,1,1,1,17,21,3,4,4,6,2900,1,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,11,2,15,12,6,16,16,0,0,5700,0,0,0,3,4,4,1,0,1,1,21,28,4,5,8,7,3600,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,12,1,17,13,16,14,12,1,50,5250,1,1,0.2,5,0,4,1,4,4,1,28,31,4,6,8,8,4300,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,13,2,12,12,6,14,14,0,0,5050,0,0,0,0,2,2,1,0,4,1,31,36,8,7,10,9,4750,1,1
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,14,1,13,12,19,20,12,0,0,4950,0,0,0,1,0,2,1,2,2,1,36,36,8,8,10,10,4950,0,0
0,1,1,0,ojwxubt6,22,1,4,2,0,2,2,2,7,4,4,4,4,4,4,1,3,2,15,1,20,12,16,17,12,0,0,4150,0,0,0,8,0,2,1,0,2,1,36,37,10,9,10,11,5050,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,1,2,12,5,11,12,12,0,0,10000,0,-7,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,2,2,11,5,17,15,12,0,0,10000,0,-7,-7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,3,2,14,8,13,15,15,1,0,9500,0,-4,-2,2,3,3,1,0,0,0,0,-1,0,0,3,1,0,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,4,1,13,7,10,13,12,1,0,8900,0,-5,-5,1,0,3,1,3,3,1,-1,1,0,0,3,2,500,1,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,5,1,15,8,10,15,12,0,0,8200,0,-4,-1.33333333333333,3,0,3,1,0,3,1,1,2,3,1,3,3,1100,1,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,6,1,16,10,19,12,12,0,0,7600,0,-2,-0.5,4,0,3,1,0,3,1,2,5,3,2,3,4,1800,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,7,1,12,10,6,16,12,0,0,7400,0,-2,-2,0,0,3,1,0,3,1,5,9,3,3,3,5,2400,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,8,1,16,12,4,18,12,0,0,7000,0,0,0,4,0,3,1,0,3,1,9,9,3,4,3,6,2600,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,9,2,13,12,14,12,12,0,0,6900,0,0,0,1,0,0,0,0,3,1,9,13,3,5,3,6,3000,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,10,2,15,15,10,15,15,0,0,6300,1,3,1,3,3,3,1,0,0,0,13,14,3,6,6,7,3100,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,11,1,17,12,10,16,12,0,0,5800,0,0,0,5,0,3,1,3,3,1,14,17,3,6,6,8,3700,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,12,2,19,12,9,17,17,0,0,4600,0,0,0,7,5,5,1,0,3,1,17,22,6,7,11,9,4200,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,13,2,14,12,11,12,12,0,0,4400,0,0,0,2,0,0,0,5,5,1,22,29,6,8,11,9,5400,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,14,2,18,18,7,17,17,0,0,3300,1,6,1,6,5,5,1,0,0,0,29,31,11,9,16,10,5600,0,0
0,1,1,0,oo76dx8j,20,1,3,1,0,2,2,2,3,4,2,3,3,1,3,1,1,2,15,1,20,15,17,14,12,1,150,2650,1,3,0.375,8,0,5,1,5,5,1,31,37,11,9,16,11,6700,0,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,1,2,15,13,12,15,12,0,0,9700,1,1,0.333333333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,2,2,13,13,12,13,13,0,0,9500,1,1,1,1,1,1,1,0,0,0,3,3,0,0,0,0,300,0,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,3,2,11,11,12,11,11,0,0,9500,0,-1,-1,-1,0,0,0,1,1,1,3,4,0,0,1,1,500,0,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,4,2,14,14,3,14,14,0,0,9100,1,2,1,2,2,2,1,0,0,0,4,3,1,1,3,2,500,0,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,5,1,12,12,3,15,12,1,0,9100,0,0,0,0,0,2,1,2,2,1,3,5,1,1,3,3,900,0,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,6,2,17,17,1,12,11,1,0,8700,1,5,1,5,0,0,0,0,2,1,5,5,3,2,3,3,900,1,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,7,2,16,14,5,12,10,0,0,8500,1,2,0.5,4,0,0,0,0,0,0,5,10,3,3,3,3,1300,1,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,8,2,19,15,20,19,13,0,0,7700,1,3,0.428571428571429,7,1,1,1,0,0,0,10,14,3,3,4,4,1500,0,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,9,1,15,14,1,16,12,0,0,7600,1,2,0.666666666666667,3,0,1,1,1,1,1,14,21,3,3,4,5,2300,0,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,10,1,13,13,16,15,12,0,0,7600,1,1,1,1,0,1,1,0,1,1,21,24,4,4,4,6,2400,0,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,11,1,16,16,4,15,12,0,0,7600,1,4,1,4,0,1,1,0,1,1,24,25,4,5,4,7,2400,0,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,12,1,12,12,3,14,12,0,0,7600,0,0,0,0,0,1,1,0,1,1,25,29,4,6,4,8,2400,0,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,13,1,14,14,4,12,12,1,100,7500,1,2,1,2,0,1,1,0,1,1,29,29,4,7,4,9,2400,0,0
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,14,2,20,18,20,16,16,0,0,6300,1,6,0.75,8,4,4,1,0,1,1,29,31,4,8,8,10,2500,1,1
0,1,1,0,rz61maok,21,1,4,2,1,2,2,3,7,8,2,2,4,2,2,1,3,3,15,1,18,18,15,19,12,0,0,6300,1,6,1,6,0,4,1,4,4,1,31,39,4,9,8,11,3700,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,1,1,11,11,21,13,12,1,0,10000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,2,1,13,13,21,11,12,0,0,10000,1,1,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,3,2,14,13,8,11,11,1,0,9900,1,1,0.5,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,4,2,15,15,8,15,15,1,0,9300,1,3,1,3,3,3,1,0,0,0,0,2,0,0,3,1,100,1,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,5,1,12,12,8,14,12,0,0,9300,0,0,0,0,0,3,1,3,3,1,2,5,0,0,3,2,700,1,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,6,2,16,15,11,19,12,0,0,8900,1,3,0.75,4,0,0,0,0,3,1,5,5,3,1,3,2,700,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,7,1,19,12,1,17,12,0,0,8200,0,0,0,7,0,0,0,0,0,0,5,9,3,2,3,2,1100,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,8,1,14,14,15,16,12,0,0,8200,1,2,1,2,0,0,0,0,0,0,9,16,3,2,3,2,1800,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,9,2,12,12,11,17,12,0,0,8200,0,0,0,0,0,0,0,0,0,0,16,18,3,2,3,2,1800,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,10,2,15,15,13,16,16,0,0,7500,1,3,1,3,4,4,1,0,0,0,18,18,3,2,7,3,1800,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,11,1,18,15,19,13,12,0,0,7200,1,3,0.5,6,0,4,1,4,4,1,18,21,3,2,7,4,2500,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,12,1,20,20,20,15,12,0,0,7200,1,8,1,8,0,4,1,0,4,1,21,27,7,3,7,5,2800,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,13,2,13,12,14,13,12,0,0,7100,0,0,0,1,0,0,0,0,4,1,27,35,7,4,7,5,2800,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,14,1,17,17,5,18,12,0,0,7100,1,5,1,5,0,0,0,0,0,0,35,36,7,5,7,5,2900,0,0
0,1,1,0,vg9szqte,21,1,2,1,1,4,1,2,7,6,2,3,4,1,4,1,3,2,15,2,16,16,21,20,20,0,0,5900,1,4,1,4,8,8,1,0,0,0,36,41,7,5,15,6,2900,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,1,2,12,12,10,12,4,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,2,1,13,12,15,13,12,0,0,9900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,3,1,11,11,7,14,12,0,0,9900,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,4,1,15,15,7,15,12,0,0,9900,1,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,5,2,14,14,7,12,12,0,0,9700,1,2,1,2,0,0,0,0,0,0,0,3,0,0,0,0,100,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,6,2,18,12,9,16,16,0,0,8700,0,0,0,6,4,4,1,0,0,0,3,5,0,0,4,1,300,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,7,1,12,12,17,16,12,0,0,8700,0,0,0,0,0,4,1,4,4,1,5,11,0,0,4,2,1300,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,8,1,20,20,3,18,12,1,400,8300,1,8,1,8,0,4,1,0,4,1,11,11,4,1,4,3,1300,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,9,2,16,16,13,19,19,0,0,7200,1,4,1,4,7,7,1,0,4,1,11,19,4,2,11,4,1700,1,1
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,10,1,14,14,11,14,12,0,0,7200,1,2,1,2,0,7,1,7,7,1,19,23,4,3,11,5,2800,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,11,1,16,16,3,17,12,0,0,7200,1,4,1,4,0,7,1,0,7,1,23,25,11,4,11,6,2800,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,12,1,15,15,15,14,12,1,150,7050,1,3,1,3,0,7,1,0,7,1,25,29,11,5,11,7,2800,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,13,2,19,19,17,16,16,0,0,5950,1,7,1,7,4,4,1,0,7,1,29,32,11,6,15,8,2950,1,1
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,14,1,13,13,10,20,12,0,0,5950,1,1,1,1,0,4,1,4,4,1,32,39,11,7,15,9,4050,0,0
0,1,1,0,f6p4nnma,23,1,3,1,0,3,1,6,2,8,3,2,4,2,4,2,1,3,15,2,17,14,3,20,20,0,0,4650,1,2,0.4,5,8,8,1,0,4,1,39,40,15,8,23,10,4050,0,0
0,1,1,0,u85452r1,26,1,4,2,1,3,1,2,7,2,5,3,2,3,2,1,3,1,1,1,14,12,16,13,12,0,0,9800,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
