sesion,tto,player,conoc_derechos,derecho,hectareas,edad,escolaridad,genero,risk_av,pre_beliefs_igual,pre_beliefs_menos,pre_beliefs_mas,inter_beliefs_igual,inter_beliefs_menos,inter_beliefs_mas,post_beliefs_igual,post_beliefs_menos,post_beliefs_mas,causa_autoridad,causa_injusticia,causa_multa,causa_necesidad,causa_otros,dif_beliefs_mas,ronda,turno,demanda,kept,deficit,vecino,demanda_vecino,kept_vecino,fiscalizacion,multa,ybinaria,yhoras,yporcentual,Exo,Exo_efectiva,End,Exo_ant,End_ant,Dt2_ant,Exo_acu,Exo_acu_tot,End_acu,End_acu_tot,Perd_acu,demanda_sumada,demanda_diferencia,multa_ronda_anterior
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,1,1,13,12,1,17,11,12,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,2,1,14,14,0,19,11,12,0,0,1,2,1,2,0,0,1,0,0,0,1,0,0,100,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,3,2,15,13,4,9,13,13,1,0,1,1,0.333333333333333,3,3,1,0,0,0,1,1,0,0,100,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,4,1,12,11,1,12,12,12,0,0,0,-1,-1,0,1,0,3,1,1,1,4,0,1,500,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,5,2,11,11,0,4,15,10,0,0,0,-1,-1,-1,-1,0,1,0,0,4,5,1,1,600,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,6,1,12,11,1,6,17,12,1,0,0,-1,-1,0,1,0,-1,0,1,5,4,1,1,600,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,7,2,17,13,5,7,19,12,0,0,1,1,0.2,5,5,0,1,0,0,4,5,1,1,700,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,8,2,14,14,7,10,17,17,0,0,1,2,1,2,2,5,5,0,1,5,10,1,1,1200,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,9,2,16,14,6,6,15,14,1,0,1,2,0.5,4,4,2,2,5,1,10,12,1,6,1900,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,10,1,19,12,7,11,14,12,0,0,0,0,0,7,7,0,4,2,1,12,16,6,8,2500,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,11,1,15,15,0,11,15,12,0,0,1,3,1,3,0,0,7,0,0,16,23,8,8,3200,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,12,2,16,16,7,14,17,15,0,0,1,4,1,4,4,3,0,0,0,23,23,8,8,3200,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,13,2,18,18,6,10,12,12,0,0,1,6,1,6,6,0,4,3,1,23,27,8,11,3900,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,14,1,13,13,0,21,15,12,0,0,1,1,1,1,0,0,6,0,1,27,33,11,11,4500,NaN,NaN,0
1,0,8j13uy81,1,NaN,0,2002,3,0,3,3,4,3,3,4,3,3,2,5,2,2,4,3,5,2,15,1,20,15,5,2,16,12,0,0,1,3,0.375,8,5,0,0,0,0,33,33,11,11,4500,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,1,2,15,15,3,13,13,12,0,0,1,3,1,3,3,0,0,0,0,0,0,0,0,0,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,2,2,11,11,0,18,12,12,0,0,0,-1,-1,-1,-1,0,3,0,1,0,3,0,0,300,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,3,1,12,12,0,18,13,12,0,0,0,0,0,0,0,0,-1,0,1,3,2,0,0,300,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,4,1,14,14,0,4,13,12,1,100,1,2,1,2,0,0,0,0,0,2,2,0,0,300,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,5,2,13,13,1,16,12,12,0,0,1,1,1,1,1,0,0,0,0,2,2,0,0,400,NaN,NaN,1
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,6,2,14,14,4,18,14,14,0,0,1,2,1,2,2,2,1,0,1,2,3,0,0,500,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,7,1,16,16,0,16,18,12,0,0,1,4,1,4,0,0,2,2,1,3,5,0,2,900,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,8,2,20,20,12,21,16,16,0,0,1,8,1,8,8,4,0,0,0,5,5,2,2,900,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,9,2,15,12,11,9,20,20,0,0,0,0,0,3,3,8,8,4,1,5,13,2,6,2100,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,10,1,12,12,0,20,12,12,0,0,0,0,0,0,0,0,3,8,1,13,16,6,14,3200,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,11,2,13,12,3,13,14,14,1,0,0,0,0,1,1,2,0,0,0,16,16,14,14,3200,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,12,1,19,15,4,11,16,12,0,0,1,3,0.428571428571429,7,4,0,1,2,1,16,17,14,16,3500,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,13,2,18,16,6,21,12,12,0,0,1,4,0.666666666666667,6,6,0,4,0,0,17,21,16,16,3900,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,14,1,17,17,0,17,17,12,0,0,1,5,1,5,0,0,6,0,1,21,27,16,16,4500,NaN,NaN,0
1,0,qbz5im3n,1,NaN,0,2004,4,1,2,10,0,0,3,5,2,2,3,5,4,4,5,4,4,5,15,2,16,16,7,1,20,15,0,0,1,4,1,4,4,3,0,0,0,27,27,16,16,4500,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,1,1,11,11,0,20,12,12,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,2,2,13,13,0,10,14,8,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,3,1,12,12,0,4,12,12,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,4,1,14,14,0,6,14,12,0,0,1,2,1,2,0,0,0,0,0,1,1,0,0,0,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,5,2,15,15,3,6,12,12,0,0,1,3,1,3,3,0,0,0,0,1,1,0,0,0,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,6,1,19,19,0,17,18,12,0,0,1,7,1,7,0,0,3,0,1,1,4,0,0,300,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,7,1,16,12,4,20,17,12,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,300,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,8,2,18,18,14,8,20,20,0,0,1,6,1,6,6,8,4,0,0,4,8,0,0,700,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,9,1,13,13,0,12,13,12,0,0,1,1,1,1,0,0,6,8,1,8,14,0,8,2100,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,10,2,15,15,9,14,18,18,0,0,1,3,1,3,3,6,0,0,0,14,14,8,8,2100,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,11,2,17,17,9,8,16,16,0,0,1,5,1,5,5,4,3,6,1,14,17,8,14,3000,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,12,2,14,14,2,6,12,12,0,0,1,2,1,2,2,0,5,4,1,17,22,14,18,3900,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,13,2,12,12,0,14,13,12,1,0,0,0,0,0,0,0,2,0,1,22,24,18,18,4100,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,14,1,16,16,0,11,16,12,0,0,1,4,1,4,0,0,0,0,1,24,24,18,18,4100,NaN,NaN,0
1,0,0wdmc3rw,0,NaN,0,2004,3,0,1,3,0,7,3,1,6,1,0,9,2,2,4,2,2,2,15,1,20,20,0,8,17,12,1,400,1,8,1,8,0,0,0,0,0,24,24,18,18,4100,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,1,2,11,7,0,15,15,8,1,0,0,-5,-5,-1,-1,0,0,0,0,0,0,0,0,0,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,2,2,14,7,1,11,11,11,0,0,0,-5,-2.5,2,2,0,-1,0,1,0,-1,0,0,0,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,3,2,12,8,0,3,12,12,0,0,0,-4,-4,0,0,0,2,0,1,-1,1,0,0,100,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,4,2,13,9,3,2,14,14,0,0,0,-3,-3,1,1,2,0,0,1,1,1,0,0,100,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,5,2,15,10,4,17,13,13,0,0,0,-2,-0.666666666666667,3,3,1,1,2,1,1,2,0,2,400,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,6,1,14,8,6,14,16,12,0,0,0,-4,-2,2,6,0,3,1,1,2,5,2,3,800,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,7,1,16,12,4,12,14,12,0,0,0,0,0,4,4,0,6,0,0,5,11,3,3,1400,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,8,2,18,11,6,5,16,12,0,0,0,-1,-0.166666666666667,6,6,0,4,0,0,11,15,3,3,1800,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,9,2,16,14,5,16,13,13,1,0,1,2,0.5,4,4,1,6,0,1,15,21,3,3,2400,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,10,1,19,12,7,21,19,12,0,0,0,0,0,7,7,0,4,1,1,21,25,3,4,2900,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,11,2,15,12,7,6,16,16,0,0,0,0,0,3,3,4,7,0,0,25,32,4,4,3600,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,12,1,17,13,4,16,14,12,1,50,1,1,0.2,5,4,0,3,4,1,32,35,4,8,4300,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,13,2,12,12,2,6,14,14,0,0,0,0,0,0,0,2,4,0,0,35,39,8,8,4750,NaN,NaN,1
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,14,1,13,12,1,19,20,12,0,0,0,0,0,1,1,0,0,2,1,39,39,8,10,4950,NaN,NaN,0
1,0,ojwxubt6,0,NaN,0,2003,4,0,2,5,3,2,1,2,7,4,2,4,4,4,4,4,4,2,15,1,20,12,8,16,17,12,0,0,0,0,0,8,8,0,1,0,0,39,40,10,10,5050,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,1,2,12,5,0,11,12,12,0,0,0,-7,-7,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,2,2,11,5,0,17,15,12,0,0,0,-7,-7,-1,-1,0,0,0,1,0,0,0,0,0,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,3,2,14,8,5,13,15,15,1,0,0,-4,-2,2,2,3,-1,0,1,0,-1,0,0,0,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,4,1,13,7,6,10,13,12,1,0,0,-5,-5,1,6,0,2,3,1,-1,1,0,3,500,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,5,1,15,8,7,10,15,12,0,0,0,-4,-1.33333333333333,3,7,0,6,0,0,1,7,3,3,1100,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,6,1,16,10,6,19,12,12,0,0,0,-2,-0.5,4,6,0,7,0,0,7,14,3,3,1800,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,7,1,12,10,2,6,16,12,0,0,0,-2,-2,0,2,0,6,0,0,14,20,3,3,2400,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,8,1,16,12,4,4,18,12,0,0,0,0,0,4,4,0,2,0,0,20,22,3,3,2600,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,9,2,13,12,1,14,12,12,0,0,0,0,0,1,1,0,4,0,0,22,26,3,3,3000,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,10,2,15,15,6,10,15,15,0,0,1,3,1,3,3,3,1,0,1,26,27,3,3,3100,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,11,1,17,12,5,10,16,12,0,0,0,0,0,5,5,0,3,3,1,27,30,3,6,3700,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,12,2,19,12,12,9,17,17,0,0,0,0,0,7,7,5,5,0,0,30,35,6,6,4200,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,13,2,14,12,2,11,12,12,0,0,0,0,0,2,2,0,7,5,1,35,42,6,11,5400,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,14,2,18,18,11,7,17,17,0,0,1,6,1,6,6,5,2,0,1,42,44,11,11,5600,NaN,NaN,0
1,0,oo76dx8j,0,NaN,0,2005,3,0,2,5,3,2,3,4,3,2,4,4,2,3,3,1,3,2,15,1,20,15,5,17,14,12,1,150,1,3,0.375,8,5,0,6,5,1,44,50,11,16,6700,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,1,2,15,13,3,12,15,12,0,0,1,1,0.333333333333333,3,3,0,0,0,0,0,0,0,0,0,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,2,2,13,13,2,12,13,13,0,0,1,1,1,1,1,1,3,0,1,0,3,0,0,300,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,3,2,11,11,0,12,11,11,0,0,0,-1,-1,-1,-1,0,1,1,1,3,4,0,1,500,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,4,2,14,14,4,3,14,14,0,0,1,2,1,2,2,2,-1,0,1,4,3,1,1,500,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,5,1,12,12,0,3,15,12,1,0,0,0,0,0,0,0,2,2,1,3,5,1,3,900,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,6,2,17,17,4,1,12,11,1,0,1,5,1,5,5,0,0,0,0,5,5,3,3,900,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,7,2,16,14,2,5,12,10,0,0,1,2,0.5,4,4,0,5,0,1,5,10,3,3,1300,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,8,2,19,15,8,20,19,13,0,0,1,3,0.428571428571429,7,7,1,4,0,1,10,14,3,3,1500,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,9,1,15,14,1,1,16,12,0,0,1,2,0.666666666666667,3,1,0,7,1,1,14,21,3,4,2300,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,10,1,13,13,0,16,15,12,0,0,1,1,1,1,0,0,1,0,0,21,22,4,4,2400,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,11,1,16,16,0,4,15,12,0,0,1,4,1,4,0,0,0,0,0,22,22,4,4,2400,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,12,1,12,12,0,3,14,12,0,0,0,0,0,0,0,0,0,0,0,22,22,4,4,2400,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,13,1,14,14,0,4,12,12,1,100,1,2,1,2,0,0,0,0,0,22,22,4,4,2400,NaN,NaN,0
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,14,2,20,18,12,20,16,16,0,0,1,6,0.75,8,8,4,0,0,0,22,22,4,4,2500,NaN,NaN,1
1,0,rz61maok,0,NaN,0,2004,4,1,2,6,1,3,3,0,7,2,0,8,2,2,4,2,2,5,15,1,18,18,0,15,19,12,0,0,1,6,1,6,0,0,8,4,1,22,30,4,8,3700,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,1,1,11,11,0,21,13,12,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,2,1,13,13,0,21,11,12,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,3,2,14,13,1,8,11,11,1,0,1,1,0.5,2,2,0,0,0,0,0,0,0,0,0,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,4,2,15,15,6,8,15,15,1,0,1,3,1,3,3,3,2,0,1,0,2,0,0,100,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,5,1,12,12,0,8,14,12,0,0,0,0,0,0,0,0,3,3,1,2,5,0,3,700,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,6,2,16,15,4,11,19,12,0,0,1,3,0.75,4,4,0,0,0,0,5,5,3,3,700,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,7,1,19,12,7,1,17,12,0,0,0,0,0,7,7,0,4,0,1,5,9,3,3,1100,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,8,1,14,14,0,15,16,12,0,0,1,2,1,2,0,0,7,0,0,9,16,3,3,1800,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,9,2,12,12,0,11,17,12,0,0,0,0,0,0,0,0,0,0,0,16,16,3,3,1800,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,10,2,15,15,7,13,16,16,0,0,1,3,1,3,3,4,0,0,1,16,16,3,3,1800,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,11,1,18,15,3,19,13,12,0,0,1,3,0.5,6,3,0,3,4,1,16,19,3,7,2500,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,12,1,20,20,0,20,15,12,0,0,1,8,1,8,0,0,3,0,0,19,22,7,7,2800,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,13,2,13,12,1,14,13,12,0,0,0,0,0,1,1,0,0,0,0,22,22,7,7,2800,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,14,1,17,17,0,5,18,12,0,0,1,5,1,5,0,0,1,0,1,22,23,7,7,2900,NaN,NaN,0
1,0,vg9szqte,0,NaN,0,2004,2,1,4,6,2,2,2,1,7,4,0,6,2,3,4,1,4,4,15,2,16,16,12,21,20,20,0,0,1,4,1,4,4,8,0,0,0,23,23,7,7,2900,NaN,NaN,0
1,0,f6p4nnma,0,NaN,0,2002,3,0,3,2,2,6,7,1,2,2,0,8,3,2,4,2,4,2,1,2,12,12,0,10,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0
1,0,f6p4nnma,0,NaN,0,2002,3,0,3,2,2,6,7,1,2,2,0,8,3,2,4,2,4,2,2,1,13,12,1,15,13,12,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,NaN,NaN,0
1,0,f6p4nnma,0,NaN,0,2002,3,0,3,2,2,6,7,1,2,2,0,8,3,2,4,2,4,2,3,1,11,11,0,7,14,12,0,0,0,-1,-1,-1,0,0,1,0,0,0,1,0,0,100,NaN,NaN,0
1,0,f6p4nnma,0,NaN,0,2002,3,0,3,2,2,6,7,1,2,2,0,8,3,2,4,2,4,2,4,1,15,15,0,7,15,12,0,0,1,3,1,3,0,0,0,0,0,1,1,0,0,100,NaN,NaN,0
1,0,f6p4nnma,0,NaN,0,2002,3,0,3,2,2,6,7,1,2,2,0,8,3,2,4,2,4,2,5,2,14,14,2,7,12,12,0,0,1,2,1,2,2,0,0,0,0,1,1,0,0,100,NaN,NaN,0
1,0,f6p4nnma,0,NaN,0,2002,3,0,3,2,2,6,7,1,2,2,0,8,3,2,4,2,4,2,6,2,18,12,10,9,16,16,0,0,0,0,0,6,6,4,2,0,1,1,3,0,0,300,NaN,NaN,0
1,0,f6p4nnma,0,NaN,0,2002,3,0,3,2,2,6,7,1,2,2,0,8,3,2,4,2,4,2,7,1,12,12,0,17,16,12,0,0,0,0,0,0,0,0,6,4,1,3,9,0,4,1300,NaN,NaN,0
1,0,f6p4nnma,0,NaN,0,2002,3,0,3,2,2,6,7,1,2,2,0,8,3,2,4,2,4,2,8,1,20,20,0,3,18,12,1,400,1,8,1,8,0,0,0,0,0,9,9,4,4,1300,NaN,NaN,0
1,0,f6p4nnma,0,NaN,0,2002,3,0,3,2,2,6,7,1,2,2,0,8,3,2,4,2,4,2,9,2,16,16,11,13,19,19,0,0,1,4,1,4,4,7,0,0,0,9,9,4,4,1700,NaN,NaN,1
1,0,f6p4nnma,0,NaN,0,2002,3,0,3,2,2,6,7,1,2,2,0,8,3,2,4,2,4,2,10,1,14,14,0,11,14,12,0,0,1,2,1,2,0,0,4,7,1,9,13,4,11,2800,NaN,NaN,0
